id,port_id,data_src_c,port_coor_,cntr_code,port_name,rep_mar_l,source,traffic,geom
61,DKHSB,2108,8,DK,Holstebro Havn,,GISCO,0,0103000020E86400000100000021000000CE9A92577A271D411FA09682C5D357419626B37B2D271D4121CACEBC94D357417DC636DC49261D410545D9D665D35741F3A67438D8241D417CED179E3AD35741EEA6EAC4E6221D415D1FC1BB14D35741F7C47D9F88201D415D7F88A4F5D25741724C6813D51D1D41645D4C8ADED25741B4FA0FB4E61A1D4162975450D0D25741CE9A9257DA171D411FA09682CBD25741E83A15FBCD141D4162975450D0D257412AE9BC9BDF111D41645D4C8ADED25741A570A70F2C0F1D415D7F88A4F5D25741AE8E3AEACD0C1D415D1FC1BB14D35741A98EB076DC0A1D417CED179E3AD357411F6FEED26A091D410545D9D665D35741060F723387081D4121CACEBC94D35741CE9A92573A081D411FA09682C5D35741060F723387081D411D765E48F6D357411F6FEED26A091D4139FB532E25D45741A98EB076DC0A1D41C252156750D45741AE8E3AEACD0C1D41E1206C4976D45741A570A70F2C0F1D41E1C0A46095D457412AE9BC9BDF111D41DAE2E07AACD45741E83A15FBCD141D41DCA8D8B4BAD45741CE9A9257DA171D411FA09682BFD45741B4FA0FB4E61A1D41DCA8D8B4BAD45741724C6813D51D1D41DAE2E07AACD45741F7C47D9F88201D41E1C0A46095D45741EEA6EAC4E6221D41E1206C4976D45741F3A67438D8241D41C252156750D457417DC636DC49261D4139FB532E25D457419626B37B2D271D411D765E48F6D35741CE9A92577A271D411FA09682C5D35741
62,DKHSL,5106,5,DK,Hasle,,GISCO,0,0103000020E86400000100000021000000245518747E5C2A415C200677C4625741089B2806585C2A415E4A3EB193625741FB6A6A36E65B2A4142C548CB64625741365B89642D5B2A41B96D879239625741345BC4AA345A2A419A9F30B01362574139EA0D9805592A419AFFF798F4615741F62D03D2AB572A41A1DDBB7EDD615741170557A234562A419F17C444CF61574124551874AE542A415C200677CA61574131A5D94528532A419F17C444CF615741527C2D16B1512A41A1DDBB7EDD6157410FC0225057502A419AFFF798F4615741144F6C3D284F2A419A9F30B013625741124FA7832F4E2A41B96D8792396257414D3FC6B1764D2A4142C548CB64625741400F08E2044D2A415E4A3EB19362574124551874DE4C2A415C200677C4625741400F08E2044D2A415AF6CD3CF56257414D3FC6B1764D2A41767BC32224635741124FA7832F4E2A41FFD2845B4F635741144F6C3D284F2A411EA1DB3D756357410FC0225057502A411E41145594635741527C2D16B1512A411763506FAB63574131A5D94528532A41192948A9B963574124551874AE542A415C200677BE635741170557A234562A41192948A9B9635741F62D03D2AB572A411763506FAB63574139EA0D9805592A411E41145594635741345BC4AA345A2A411EA1DB3D75635741365B89642D5B2A41FFD2845B4F635741FB6A6A36E65B2A41767BC32224635741089B2806585C2A415AF6CD3CF5625741245518747E5C2A415C200677C4625741
63,DKHUN,2110,1,DK,Hundested,Hundested,GISCO,1,0103000020E86400000100000021000000B3AAC3BEC8B52441F8E8353B09AC574197F0D350A2B52441FA126E75D8AB57418AC0158130B52441DE8D788FA9AB5741C5B034AF77B424415536B7567EAB5741C3B06FF57EB324413668607458AB5741C83FB9E24FB2244136C8275D39AB57418583AE1CF6B024413DA6EB4222AB5741A65A02ED7EAF24413BE0F30814AB5741B3AAC3BEF8AD2441F8E8353B0FAB5741C0FA849072AC24413BE0F30814AB5741E1D1D860FBAA24413DA6EB4222AB57419E15CE9AA1A9244136C8275D39AB5741A3A4178872A824413668607458AB5741A1A452CE79A724415536B7567EAB5741DC9471FCC0A62441DE8D788FA9AB5741CF64B32C4FA62441FA126E75D8AB5741B3AAC3BE28A62441F8E8353B09AC5741CF64B32C4FA62441F6BEFD003AAC5741DC9471FCC0A624411244F3E668AC5741A1A452CE79A724419B9BB41F94AC5741A3A4178872A82441BA690B02BAAC57419E15CE9AA1A92441BA094419D9AC5741E1D1D860FBAA2441B32B8033F0AC5741C0FA849072AC2441B5F1776DFEAC5741B3AAC3BEF8AD2441F8E8353B03AD5741A65A02ED7EAF2441B5F1776DFEAC57418583AE1CF6B02441B32B8033F0AC5741C83FB9E24FB22441BA094419D9AC5741C3B06FF57EB32441BA690B02BAAC5741C5B034AF77B424419B9BB41F94AC57418AC0158130B524411244F3E668AC574197F0D350A2B52441F6BEFD003AAC5741B3AAC3BEC8B52441F8E8353B09AC5741
64,DKHVA,2109,1,DK,Hvalpsund,Hvalpsund,GISCO,1,0103000020E86400000100000021000000D65C1F23504C1F41BA50E618C8F857419EE83F47034C1F41BC7A1E5397F857418588C3A71F4B1F41A0F5286D68F85741FB680104AE491F41179E67343DF85741F6687790BC471F41F8CF105217F85741FF860A6B5E451F41F82FD83AF8F757417A0EF5DEAA421F41FF0D9C20E1F75741BCBC9C7FBC3F1F41FD47A4E6D2F75741D65C1F23B03C1F41BA50E618CEF75741F0FCA1C6A3391F41FD47A4E6D2F7574132AB4967B5361F41FF0D9C20E1F75741AD3234DB01341F41F82FD83AF8F75741B650C7B5A3311F41F8CF105217F85741B1503D42B22F1F41179E67343DF8574127317B9E402E1F41A0F5286D68F857410ED1FEFE5C2D1F41BC7A1E5397F85741D65C1F23102D1F41BA50E618C8F857410ED1FEFE5C2D1F41B826AEDEF8F8574127317B9E402E1F41D4ABA3C427F95741B1503D42B22F1F415D0365FD52F95741B650C7B5A3311F417CD1BBDF78F95741AD3234DB01341F417C71F4F697F9574132AB4967B5361F4175933011AFF95741F0FCA1C6A3391F417759284BBDF95741D65C1F23B03C1F41BA50E618C2F95741BCBC9C7FBC3F1F417759284BBDF957417A0EF5DEAA421F4175933011AFF95741FF860A6B5E451F417C71F4F697F95741F6687790BC471F417CD1BBDF78F95741FB680104AE491F415D0365FD52F957418588C3A71F4B1F41D4ABA3C427F957419EE83F47034C1F41B826AEDEF8F85741D65C1F23504C1F41BA50E618C8F85741
65,DKHVN,9998,7,DK,Havnsø,,GISCO,0,0103000020E86400000100000021000000E2AD83DDCFCE2341752CCF846D955741C6F3936FA9CE2341775607BF3C955741B9C3D59F37CE23415BD111D90D955741F4B3F4CD7ECD2341D27950A0E2945741F2B32F1486CC2341B3ABF9BDBC945741F742790157CB2341B30BC1A69D945741B4866E3BFDC92341BAE9848C86945741D55DC20B86C82341B8238D5278945741E2AD83DDFFC62341752CCF8473945741EFFD44AF79C52341B8238D527894574110D5987F02C42341BAE9848C86945741CD188EB9A8C22341B30BC1A69D945741D2A7D7A679C12341B3ABF9BDBC945741D0A712ED80C02341D27950A0E29457410B98311BC8BF23415BD111D90D955741FE67734B56BF2341775607BF3C955741E2AD83DD2FBF2341752CCF846D955741FE67734B56BF23417302974A9E9557410B98311BC8BF23418F878C30CD955741D0A712ED80C0234118DF4D69F8955741D2A7D7A679C1234137ADA44B1E965741CD188EB9A8C22341374DDD623D96574110D5987F02C42341306F197D54965741EFFD44AF79C52341323511B762965741E2AD83DDFFC62341752CCF8467965741D55DC20B86C82341323511B762965741B4866E3BFDC92341306F197D54965741F742790157CB2341374DDD623D965741F2B32F1486CC234137ADA44B1E965741F4B3F4CD7ECD234118DF4D69F8955741B9C3D59F37CE23418F878C30CD955741C6F3936FA9CE23417302974A9E955741E2AD83DDCFCE2341752CCF846D955741
66,DKHVS,2107,3,DK,Hvide Sande,,GISCO,0,0103000020E864000001000000210000001D26DFE783451B414EB690C3D3AC5741E5B1FF0B37451B4150E0C8FDA2AC5741CC51836C53441B41345BD31774AC57414232C1C8E1421B41AB0312DF48AC57413D323755F0401B418C35BBFC22AC57414650CA2F923E1B418C9582E503AC5741C1D7B4A3DE3B1B41937346CBECAB574103865C44F0381B4191AD4E91DEAB57411D26DFE7E3351B414EB690C3D9AB574137C6618BD7321B4191AD4E91DEAB57417974092CE92F1B41937346CBECAB5741F4FBF39F352D1B418C9582E503AC5741FD19877AD72A1B418C35BBFC22AC5741F819FD06E6281B41AB0312DF48AC57416EFA3A6374271B41345BD31774AC5741559ABEC390261B4150E0C8FDA2AC57411D26DFE743261B414EB690C3D3AC5741559ABEC390261B414C8C588904AD57416EFA3A6374271B4168114E6F33AD5741F819FD06E6281B41F1680FA85EAD5741FD19877AD72A1B411037668A84AD5741F4FBF39F352D1B4110D79EA1A3AD57417974092CE92F1B4109F9DABBBAAD574137C6618BD7321B410BBFD2F5C8AD57411D26DFE7E3351B414EB690C3CDAD574103865C44F0381B410BBFD2F5C8AD5741C1D7B4A3DE3B1B4109F9DABBBAAD57414650CA2F923E1B4110D79EA1A3AD57413D323755F0401B411037668A84AD57414232C1C8E1421B41F1680FA85EAD5741CC51836C53441B4168114E6F33AD5741E5B1FF0B37451B414C8C588904AD57411D26DFE783451B414EB690C3D3AC5741
67,DKJUE,2107,7,DK,Juelsminde Havn,,GISCO,0,0103000020E8640000010000002100000092F33054763D214151FC9DCF3F8E5741763941E64F3D21415326D6090F8E574169098316DE3C214137A1E023E08D5741A4F9A144253C2141AE491FEBB48D5741A2F9DC8A2C3B21418F7BC8088F8D5741A7882678FD3921418FDB8FF16F8D574164CC1BB2A338214196B953D7588D574185A36F822C37214194F35B9D4A8D574192F33054A635214151FC9DCF458D57419F43F2252034214194F35B9D4A8D5741C01A46F6A832214196B953D7588D57417D5E3B304F3121418FDB8FF16F8D574182ED841D203021418F7BC8088F8D574180EDBF63272F2141AE491FEBB48D5741BBDDDE916E2E214137A1E023E08D5741AEAD20C2FC2D21415326D6090F8E574192F33054D62D214151FC9DCF3F8E5741AEAD20C2FC2D21414FD26595708E5741BBDDDE916E2E21416B575B7B9F8E574180EDBF63272F2141F4AE1CB4CA8E574182ED841D20302141137D7396F08E57417D5E3B304F312141131DACAD0F8F5741C01A46F6A83221410C3FE8C7268F57419F43F225203421410E05E001358F574192F33054A635214151FC9DCF398F574185A36F822C3721410E05E001358F574164CC1BB2A33821410C3FE8C7268F5741A7882678FD392141131DACAD0F8F5741A2F9DC8A2C3B2141137D7396F08E5741A4F9A144253C2141F4AE1CB4CA8E574169098316DE3C21416B575B7B9F8E5741763941E64F3D21414FD26595708E574192F33054763D214151FC9DCF3F8E5741
68,DKKAL,2110,1,DK,Kalundborg,Kalundborg,GISCO,1,0103000020E8640000010000002100000072411931724E2341B38D7A026D8B5741568729C34B4E2341B5B7B23C3C8B574149576BF3D94D23419932BD560D8B574184478A21214D234110DBFB1DE28A57418247C567284C2341F10CA53BBC8A574187D60E55F94A2341F16C6C249D8A5741441A048F9F492341F84A300A868A574165F1575F28482341F68438D0778A574172411931A2462341B38D7A02738A57417F91DA021C452341F68438D0778A5741A0682ED3A4432341F84A300A868A57415DAC230D4B422341F16C6C249D8A5741623B6DFA1B412341F10CA53BBC8A5741603BA8402340234110DBFB1DE28A57419B2BC76E6A3F23419932BD560D8B57418EFB089FF83E2341B5B7B23C3C8B574172411931D23E2341B38D7A026D8B57418EFB089FF83E2341B16342C89D8B57419B2BC76E6A3F2341CDE837AECC8B5741603BA840234023415640F9E6F78B5741623B6DFA1B412341750E50C91D8C57415DAC230D4B42234175AE88E03C8C5741A0682ED3A44323416ED0C4FA538C57417F91DA021C4523417096BC34628C574172411931A2462341B38D7A02678C574165F1575F284823417096BC34628C5741441A048F9F4923416ED0C4FA538C574187D60E55F94A234175AE88E03C8C57418247C567284C2341750E50C91D8C574184478A21214D23415640F9E6F78B574149576BF3D94D2341CDE837AECC8B5741568729C34B4E2341B16342C89D8B574172411931724E2341B38D7A026D8B5741
69,DKKBY,9998,8,DK,Kyndbyværkets Havn,,GISCO,0,0103000020E864000001000000210000005A11417647CE2441EC1ADDA73F9C57413E57510821CE2441EE4415E20E9C574131279338AFCD2441D2BF1FFCDF9B57416C17B266F6CC244149685EC3B49B57416A17EDACFDCB24412A9A07E18E9B57416FA6369ACECA24412AFACEC96F9B57412CEA2BD474C9244131D892AF589B57414DC17FA4FDC724412F129B754A9B57415A11417677C62441EC1ADDA7459B574167610248F1C424412F129B754A9B5741883856187AC3244131D892AF589B5741457C4B5220C224412AFACEC96F9B57414A0B953FF1C024412A9A07E18E9B5741480BD085F8BF244149685EC3B49B574183FBEEB33FBF2441D2BF1FFCDF9B574176CB30E4CDBE2441EE4415E20E9C57415A114176A7BE2441EC1ADDA73F9C574176CB30E4CDBE2441EAF0A46D709C574183FBEEB33FBF244106769A539F9C5741480BD085F8BF24418FCD5B8CCA9C57414A0B953FF1C02441AE9BB26EF09C5741457C4B5220C22441AE3BEB850F9D5741883856187AC32441A75D27A0269D574167610248F1C42441A9231FDA349D57415A11417677C62441EC1ADDA7399D57414DC17FA4FDC72441A9231FDA349D57412CEA2BD474C92441A75D27A0269D57416FA6369ACECA2441AE3BEB850F9D57416A17EDACFDCB2441AE9BB26EF09C57416C17B266F6CC24418FCD5B8CCA9C574131279338AFCD244106769A539F9C57413E57510821CE2441EAF0A46D709C57415A11417647CE2441EC1ADDA73F9C5741
70,DKKLP,9998,1,DK,Kleppen,Kleppen,GISCO,1,0103000020E864000001000000210000009E27778A11191D4163A4B3B533E5574166B397AEC4181D4165CEEBEF02E557414D531B0FE1171D414949F609D4E45741C333596B6F161D41C0F134D1A8E45741BE33CFF77D141D41A123DEEE82E45741C75162D21F121D41A183A5D763E4574142D94C466C0F1D41A86169BD4CE457418487F4E67D0C1D41A69B71833EE457419E27778A71091D4163A4B3B539E45741B8C7F92D65061D41A69B71833EE45741FA75A1CE76031D41A86169BD4CE4574175FD8B42C3001D41A183A5D763E457417E1B1F1D65FE1C41A123DEEE82E45741791B95A973FC1C41C0F134D1A8E45741EFFBD20502FB1C414949F609D4E45741D69B56661EFA1C4165CEEBEF02E557419E27778AD1F91C4163A4B3B533E55741D69B56661EFA1C41617A7B7B64E55741EFFBD20502FB1C417DFF706193E55741791B95A973FC1C410657329ABEE557417E1B1F1D65FE1C412525897CE4E5574175FD8B42C3001D4125C5C19303E65741FA75A1CE76031D411EE7FDAD1AE65741B8C7F92D65061D4120ADF5E728E657419E27778A71091D4163A4B3B52DE657418487F4E67D0C1D4120ADF5E728E6574142D94C466C0F1D411EE7FDAD1AE65741C75162D21F121D4125C5C19303E65741BE33CFF77D141D412525897CE4E55741C333596B6F161D410657329ABEE557414D531B0FE1171D417DFF706193E5574166B397AEC4181D41617A7B7B64E557419E27778A11191D4163A4B3B533E55741
71,DKKOG,2110,1,DK,Køge,Køge,GISCO,1,0103000020E8640000010000002100000036A0772F3476254172C130409E7557411AE687C10D76254174EB687A6D7557410DB6C9F19B752541586673943E75574148A6E81FE3742541CF0EB25B1375574146A62366EA732541B0405B79ED7457414B356D53BB722541B0A02262CE7457410879628D61712541B77EE647B77457412950B65DEA6F2541B5B8EE0DA974574136A0772F646E254172C13040A474574143F03801DE6C2541B5B8EE0DA974574164C78CD1666B2541B77EE647B7745741210B820B0D6A2541B0A02262CE745741269ACBF8DD682541B0405B79ED745741249A063FE5672541CF0EB25B137557415F8A256D2C672541586673943E755741525A679DBA66254174EB687A6D75574136A0772F9466254172C130409E755741525A679DBA6625417097F805CF7557415F8A256D2C6725418C1CEEEBFD755741249A063FE56725411574AF2429765741269ACBF8DD682541344206074F765741210B820B0D6A254134E23E1E6E76574164C78CD1666B25412D047B388576574143F03801DE6C25412FCA72729376574136A0772F646E254172C13040987657412950B65DEA6F25412FCA7272937657410879628D617125412D047B38857657414B356D53BB72254134E23E1E6E76574146A62366EA732541344206074F76574148A6E81FE37425411574AF24297657410DB6C9F19B7525418C1CEEEBFD7557411AE687C10D7625417097F805CF75574136A0772F3476254172C130409E755741
72,DKKOK,5105,1,DK,Kolby Kås Havn,Kolby Kås Havn,GISCO,1,0103000020E864000001000000210000006205EE356F3722410371E0F7C7975741464BFEC748372241059B183297975741391B40F8D6362241E915234C68975741740B5F261E36224160BE61133D975741720B9A6C2535224141F00A3117975741779AE359F63322414150D219F896574134DED8939C322241482E96FFE096574155B52C642531224146689EC5D29657416205EE359F2F22410371E0F7CD9657416F55AF07192E224146689EC5D2965741902C03D8A12C2241482E96FFE09657414D70F811482B22414150D219F896574152FF41FF182A224141F00A311797574150FF7C452029224160BE61133D9757418BEF9B7367282241E915234C689757417EBFDDA3F5272241059B1832979757416205EE35CF2722410371E0F7C79757417EBFDDA3F52722410147A8BDF89757418BEF9B73672822411DCC9DA32798574150FF7C4520292241A6235FDC5298574152FF41FF182A2241C5F1B5BE789857414D70F811482B2241C591EED597985741902C03D8A12C2241BEB32AF0AE9857416F55AF07192E2241C079222ABD9857416205EE359F2F22410371E0F7C198574155B52C6425312241C079222ABD98574134DED8939C322241BEB32AF0AE985741779AE359F6332241C591EED597985741720B9A6C25352241C5F1B5BE78985741740B5F261E362241A6235FDC52985741391B40F8D63622411DCC9DA327985741464BFEC7483722410147A8BDF89757416205EE356F3722410371E0F7C7975741
73,DKKOL,2110,3,DK,Kolding,Kolding,GISCO,1,0103000020E86400000100000021000000CA477ECCCE422041E4779F0863755741AE8D8E5EA8422041E6A1D74232755741A15DD08E36422041CA1CE25C03755741DC4DEFBC7D41204141C52024D8745741DA4D2A038540204122F7C941B2745741DFDC73F0553F20412257912A937457419C20692AFC3D2041293555107C745741BDF7BCFA843C2041276F5DD66D745741CA477ECCFE3A2041E4779F0869745741D7973F9E78392041276F5DD66D745741F86E936E01382041293555107C745741B5B288A8A73620412257912A93745741BA41D2957835204122F7C941B2745741B8410DDC7F34204141C52024D8745741F3312C0AC7332041CA1CE25C03755741E6016E3A55332041E6A1D74232755741CA477ECC2E332041E4779F0863755741E6016E3A55332041E24D67CE93755741F3312C0AC7332041FED25CB4C2755741B8410DDC7F342041872A1EEDED755741BA41D29578352041A6F874CF13765741B5B288A8A7362041A698ADE632765741F86E936E013820419FBAE9004A765741D7973F9E78392041A180E13A58765741CA477ECCFE3A2041E4779F085D765741BDF7BCFA843C2041A180E13A587657419C20692AFC3D20419FBAE9004A765741DFDC73F0553F2041A698ADE632765741DA4D2A0385402041A6F874CF13765741DC4DEFBC7D412041872A1EEDED755741A15DD08E36422041FED25CB4C2755741AE8D8E5EA8422041E24D67CE93755741CA477ECCCE422041E4779F0863755741
74,DKKON,2109,8,DK,Cementfabrikken Kongsdal Havn,,GISCO,0,0103000020E86400000100000021000000AAA100E60D48214146BF15F2C2F757418EE71078E747214148E94D2C92F7574181B752A8754721412C64584663F75741BCA771D6BC462141A30C970D38F75741BAA7AC1CC4452141843E402B12F75741BF36F60995442141849E0714F3F657417C7AEB433B4321418B7CCBF9DBF657419D513F14C441214189B6D3BFCDF65741AAA100E63D40214146BF15F2C8F65741B7F1C1B7B73E214189B6D3BFCDF65741D8C81588403D21418B7CCBF9DBF65741950C0BC2E63B2141849E0714F3F657419A9B54AFB73A2141843E402B12F75741989B8FF5BE392141A30C970D38F75741D38BAE23063921412C64584663F75741C65BF0539438214148E94D2C92F75741AAA100E66D38214146BF15F2C2F75741C65BF053943821414495DDB7F3F75741D38BAE2306392141601AD39D22F85741989B8FF5BE392141E97194D64DF857419A9B54AFB73A21410840EBB873F85741950C0BC2E63B214108E023D092F85741D8C81588403D2141010260EAA9F85741B7F1C1B7B73E214103C85724B8F85741AAA100E63D40214146BF15F2BCF857419D513F14C441214103C85724B8F857417C7AEB433B432141010260EAA9F85741BF36F6099544214108E023D092F85741BAA7AC1CC44521410840EBB873F85741BCA771D6BC462141E97194D64DF8574181B752A875472141601AD39D22F857418EE71078E74721414495DDB7F3F75741AAA100E60D48214146BF15F2C2F75741
75,DKKRA,9998,1,DK,Kragenæs,Kragenæs,GISCO,1,0103000020E8640000010000002100000023D798F0D7E72341FDB8C9591F395741071DA982B1E72341FFE20194EE385741FAECEAB23FE72341E35D0CAEBF38574135DD09E186E623415A064B759438574133DD44278EE523413B38F4926E385741386C8E145FE423413B98BB7B4F385741F5AF834E05E3234142767F61383857411687D71E8EE1234140B087272A38574123D798F007E02341FDB8C9592538574130275AC281DE234140B087272A38574151FEAD920ADD234142767F61383857410E42A3CCB0DB23413B98BB7B4F38574113D1ECB981DA23413B38F4926E38574111D1270089D923415A064B75943857414CC1462ED0D82341E35D0CAEBF3857413F91885E5ED82341FFE20194EE38574123D798F037D82341FDB8C9591F3957413F91885E5ED82341FB8E911F503957414CC1462ED0D82341171487057F39574111D1270089D92341A06B483EAA39574113D1ECB981DA2341BF399F20D03957410E42A3CCB0DB2341BFD9D737EF39574151FEAD920ADD2341B8FB1352063A574130275AC281DE2341BAC10B8C143A574123D798F007E02341FDB8C959193A57411687D71E8EE12341BAC10B8C143A5741F5AF834E05E32341B8FB1352063A5741386C8E145FE42341BFD9D737EF39574133DD44278EE52341BF399F20D039574135DD09E186E62341A06B483EAA395741FAECEAB23FE72341171487057F395741071DA982B1E72341FB8E911F5039574123D798F0D7E72341FDB8C9591F395741
76,DKKRR,2110,1,DK,Korsør,Korsør,GISCO,1,0103000020E86400000100000021000000619513FF2C692341202F4FDD1D66574145DB23910669234122598717ED65574138AB65C19468234106D49131BE655741739B84EFDB6723417D7CD0F892655741719BBF35E36623415EAE79166D655741762A0923B46523415E0E41FF4D655741336EFE5C5A64234165EC04E5366557415445522DE362234163260DAB28655741619513FF5C612341202F4FDD236557416EE5D4D0D65F234163260DAB286557418FBC28A15F5E234165EC04E5366557414C001EDB055D23415E0E41FF4D655741518F67C8D65B23415EAE79166D6557414F8FA20EDE5A23417D7CD0F8926557418A7FC13C255A234106D49131BE6557417D4F036DB359234122598717ED655741619513FF8C592341202F4FDD1D6657417D4F036DB35923411E0517A34E6657418A7FC13C255A23413A8A0C897D6657414F8FA20EDE5A2341C3E1CDC1A8665741518F67C8D65B2341E2AF24A4CE6657414C001EDB055D2341E24F5DBBED6657418FBC28A15F5E2341DB7199D5046757416EE5D4D0D65F2341DD37910F13675741619513FF5C612341202F4FDD176757415445522DE3622341DD37910F13675741336EFE5C5A642341DB7199D504675741762A0923B4652341E24F5DBBED665741719BBF35E3662341E2AF24A4CE665741739B84EFDB672341C3E1CDC1A866574138AB65C1946823413A8A0C897D66574145DB2391066923411E0517A34E665741619513FF2C692341202F4FDD1D665741
77,DKKTP,2111,1,DK,Kastrup,Kastrup,GISCO,1,0103000020E86400000100000021000000D6F0750F1550264110E2ABDE2B8B5741BA3686A1EE4F2641120CE418FB8A5741AD06C8D17C4F2641F686EE32CC8A5741E8F6E6FFC34E26416D2F2DFAA08A5741E6F62146CB4D26414E61D6177B8A5741EB856B339C4C26414EC19D005C8A5741A8C9606D424B2641559F61E6448A5741C9A0B43DCB49264153D969AC368A5741D6F0750F4548264110E2ABDE318A5741E34037E1BE46264153D969AC368A574104188BB147452641559F61E6448A5741C15B80EBED4326414EC19D005C8A5741C6EAC9D8BE4226414E61D6177B8A5741C4EA041FC64126416D2F2DFAA08A5741FFDA234D0D412641F686EE32CC8A5741F2AA657D9B402641120CE418FB8A5741D6F0750F7540264110E2ABDE2B8B5741F2AA657D9B4026410EB873A45C8B5741FFDA234D0D4126412A3D698A8B8B5741C4EA041FC6412641B3942AC3B68B5741C6EAC9D8BE422641D26281A5DC8B5741C15B80EBED432641D202BABCFB8B574104188BB147452641CB24F6D6128C5741E34037E1BE462641CDEAED10218C5741D6F0750F4548264110E2ABDE258C5741C9A0B43DCB492641CDEAED10218C5741A8C9606D424B2641CB24F6D6128C5741EB856B339C4C2641D202BABCFB8B5741E6F62146CB4D2641D26281A5DC8B5741E8F6E6FFC34E2641B3942AC3B68B5741AD06C8D17C4F26412A3D698A8B8B5741BA3686A1EE4F26410EB873A45C8B5741D6F0750F1550264110E2ABDE2B8B5741
78,DKLGR,2109,7,DK,Løgstør,,GISCO,0,0103000020E864000001000000210000002C52075493801F41D8491D1EF7155841F4DD277846801F41DA735558C6155841DB7DABD8627F1F41BEEE5F7297155841515EE934F17D1F4135979E396C1558414C5E5FC1FF7B1F4116C9475746155841557CF29BA1791F4116290F4027155841D003DD0FEE761F411D07D3251015584112B284B0FF731F411B41DBEB011558412C520754F3701F41D8491D1EFD14584146F289F7E66D1F411B41DBEB0115584188A03198F86A1F411D07D3251015584103281C0C45681F4116290F40271558410C46AFE6E6651F4116C947574615584107462573F5631F4135979E396C1558417D2663CF83621F41BEEE5F729715584164C6E62FA0611F41DA735558C61558412C52075453611F41D8491D1EF715584164C6E62FA0611F41D61FE5E3271658417D2663CF83621F41F2A4DAC95616584107462573F5631F417BFC9B02821658410C46AFE6E6651F419ACAF2E4A716584103281C0C45681F419A6A2BFCC616584188A03198F86A1F41938C6716DE16584146F289F7E66D1F4195525F50EC1658412C520754F3701F41D8491D1EF116584112B284B0FF731F4195525F50EC165841D003DD0FEE761F41938C6716DE165841557CF29BA1791F419A6A2BFCC61658414C5E5FC1FF7B1F419ACAF2E4A7165841515EE934F17D1F417BFC9B0282165841DB7DABD8627F1F41F2A4DAC956165841F4DD277846801F41D61FE5E3271658412C52075493801F41D8491D1EF7155841
79,DKLIN,2109,8,DK,Lindø Havn,,GISCO,0,0103000020E86400000100000021000000E847DC88663F2241046A1C13B4735741CC8DEC1A403F22410694544D83735741BF5D2E4BCE3E2241EA0E5F6754735741FA4D4D79153E224161B79D2E29735741F84D88BF1C3D224142E9464C03735741FDDCD1ACED3B224142490E35E4725741BA20C7E6933A22414927D21ACD725741DBF71AB71C3922414761DAE0BE725741E847DC8896372241046A1C13BA725741F5979D5A103622414761DAE0BE725741166FF12A993422414927D21ACD725741D3B2E6643F33224142490E35E4725741D84130521032224142E9464C03735741D6416B981731224161B79D2E2973574111328AC65E302241EA0E5F67547357410402CCF6EC2F22410694544D83735741E847DC88C62F2241046A1C13B47357410402CCF6EC2F22410240E4D8E473574111328AC65E3022411EC5D9BE13745741D6416B9817312241A71C9BF73E745741D841305210322241C6EAF1D964745741D3B2E6643F332241C68A2AF183745741166FF12A99342241BFAC660B9B745741F5979D5A10362241C1725E45A9745741E847DC8896372241046A1C13AE745741DBF71AB71C392241C1725E45A9745741BA20C7E6933A2241BFAC660B9B745741FDDCD1ACED3B2241C68A2AF183745741F84D88BF1C3D2241C6EAF1D964745741FA4D4D79153E2241A71C9BF73E745741BF5D2E4BCE3E22411EC5D9BE13745741CC8DEC1A403F22410240E4D8E4735741E847DC88663F2241046A1C13B4735741
80,DKLVG,2109,5,DK,Lemvig,,GISCO,0,0103000020E864000001000000210000002EC361F104F11B41EDB1A49190EA5741F64E8215B8F01B41EFDBDCCB5FEA5741DDEE0576D4EF1B41D356E7E530EA574153CF43D262EE1B414AFF25AD05EA57414ECFB95E71EC1B412B31CFCADFE9574157ED4C3913EA1B412B9196B3C0E95741D27437AD5FE71B41326F5A99A9E957411423DF4D71E41B4130A9625F9BE957412EC361F164E11B41EDB1A49196E957414863E49458DE1B4130A9625F9BE957418A118C356ADB1B41326F5A99A9E95741059976A9B6D81B412B9196B3C0E957410EB7098458D61B412B31CFCADFE9574109B77F1067D41B414AFF25AD05EA57417F97BD6CF5D21B41D356E7E530EA5741663741CD11D21B41EFDBDCCB5FEA57412EC361F1C4D11B41EDB1A49190EA5741663741CD11D21B41EB876C57C1EA57417F97BD6CF5D21B41070D623DF0EA574109B77F1067D41B41906423761BEB57410EB7098458D61B41AF327A5841EB5741059976A9B6D81B41AFD2B26F60EB57418A118C356ADB1B41A8F4EE8977EB57414863E49458DE1B41AABAE6C385EB57412EC361F164E11B41EDB1A4918AEB57411423DF4D71E41B41AABAE6C385EB5741D27437AD5FE71B41A8F4EE8977EB574157ED4C3913EA1B41AFD2B26F60EB57414ECFB95E71EC1B41AF327A5841EB574153CF43D262EE1B41906423761BEB5741DDEE0576D4EF1B41070D623DF0EA5741F64E8215B8F01B41EB876C57C1EA57412EC361F104F11B41EDB1A49190EA5741
